TRoll,TPitch, mavlink_attitude_t.roll, mavlink_attitude_t.pitch, mavlink_attitude_t.yaw, mavlink_attitude_t.rollspeed, mavlink_attitude_t.pitchspeed, mavlink_attitude_t.yawspeed, mavlink_ahrs_t.omegaIx, mavlink_ahrs_t.omegaIy, mavlink_ahrs_t.omegaIz, mavlink_ahrs_t.error_rp, mavlink_ahrs_t.error_yaw, mavlink_ekf_status_report_t.velocity_variance, mavlink_ekf_status_report_t.pos_horiz_variance, mavlink_ekf_status_report_t.pos_vert_variance, mavlink_ekf_status_report_t.compass_variance, mavlink_ekf_status_report_t.terrain_alt_variance, mavlink_ekf_status_report_t.airspeed_variance
1.836981,-2.594401,-0.02616629,0.008174959,-2.964194,0.003576784,0.003938832,-0.01143237,-0.001401569,-0.002515029,0.000658556,0.01052806,0.08787185,0.03996326,0.02102179,0.005686242,0.2276503,0,0
1.836981,-2.594401,-0.02616629,0.008174959,-2.964194,0.003576784,0.003938832,-0.01143237,-0.001401569,-0.002515029,0.000658556,0.01052806,0.08787185,0.03996326,0.02102179,0.005686242,0.2276503,0,0
1.836981,-2.594401,-0.02616629,0.008174959,-2.964194,0.003576784,0.003938832,-0.01143237,-0.001401569,-0.002515029,0.000658556,0.01052806,0.08787185,0.03996326,0.02102179,0.005686242,0.2276503,0,0
1.836981,-2.594401,-0.02616629,0.008174959,-2.964194,0.003576784,0.003938832,-0.01143237,-0.001401569,-0.002515029,0.000658556,0.01052806,0.08787185,0.03996326,0.02102179,0.005686242,0.2276503,0,0
-1.510212,0.4749067,-0.02616629,0.008174959,-2.964194,0.003576784,0.003938832,-0.01143237,-0.001401569,-0.002515029,0.000658556,0.01052806,0.08787185,0.03996326,0.02102179,0.005686242,0.2276503,0,0
-1.510212,0.4749067,-0.02616629,0.008174959,-2.964194,0.003576784,0.003938832,-0.01143237,-0.001401569,-0.002515029,0.000658556,0.01052806,0.08787185,0.03996326,0.02102179,0.005686242,0.2276503,0,0
-1.510212,0.4749067,-0.02616629,0.008174959,-2.964194,0.003576784,0.003938832,-0.01143237,-0.001401569,-0.002515029,0.000658556,0.01052806,0.08787185,0.03996326,0.02102179,0.005686242,0.2276503,0,0
-1.510212,0.4749067,-0.02616629,0.008174959,-2.964194,0.003576784,0.003938832,-0.01143237,-0.001401569,-0.002515029,0.000658556,0.01052806,0.08787185,0.03996326,0.02102179,0.005686242,0.2276503,0,0
-1.510212,0.4749067,-0.02616629,0.008174959,-2.964194,0.003576784,0.003938832,-0.01143237,-0.000205495,-9.88E-05,0.002162136,0.01992531,0.03071351,0.03996326,0.02102179,0.005686242,0.2276503,0,0
-1.510212,0.4749067,-0.02616629,0.008174959,-2.964194,0.003576784,0.003938832,-0.01143237,-0.000205495,-9.88E-05,0.002162136,0.01992531,0.03071351,0,0.003014966,0.006917725,0.0236553,0,0
-1.510212,0.4749067,-0.02616629,0.008174959,-2.964194,0.003576784,0.003938832,-0.01143237,-0.000205495,-9.88E-05,0.002162136,0.01992531,0.03071351,0,0.003014966,0.006917725,0.0236553,0,0
-1.510212,0.4749067,-0.02612823,0.008411131,-2.963834,0.000763212,-0.001149837,0.01862685,-0.000205495,-9.88E-05,0.002162136,0.01992531,0.03071351,0,0.003014966,0.006917725,0.0236553,0,0
-1.510212,0.4749067,-0.02612823,0.008411131,-2.963834,0.000763212,-0.001149837,0.01862685,-0.000205495,-9.88E-05,0.002162136,0.01992531,0.03071351,0,0.003014966,0.006917725,0.0236553,0,0
-1.510212,0.4749067,-0.02612823,0.008411131,-2.963834,0.000763212,-0.001149837,0.01862685,-0.000205495,-9.88E-05,0.002162136,0.01992531,0.03071351,0,0.003014966,0.006917725,0.0236553,0,0
-1.510212,0.4749067,-0.02612823,0.008411131,-2.963834,0.000763212,-0.001149837,0.01862685,-0.000205495,-9.88E-05,0.002162136,0.01992531,0.03071351,0,0.003014966,0.006917725,0.0236553,0,0
-1.495675,0.4822295,-0.02612823,0.008411131,-2.963834,0.000763212,-0.001149837,0.01862685,-0.000205495,-9.88E-05,0.002162136,0.01992531,0.03071351,0,0.003014966,0.006917725,0.0236553,0,0
-1.495675,0.4822295,-0.02612823,0.008411131,-2.963834,0.000763212,-0.001149837,0.01862685,-0.000205495,-9.88E-05,0.002162136,0.01992531,0.03071351,0,0.003014966,0.006917725,0.0236553,0,0
-1.495675,0.4822295,-0.02612823,0.008411131,-2.963834,0.000763212,-0.001149837,0.01862685,-0.000205495,-9.88E-05,0.002162136,0.01992531,0.03071351,0,0.003014966,0.006917725,0.0236553,0,0
-1.495675,0.4822295,-0.02612823,0.008411131,-2.963834,0.000763212,-0.001149837,0.01862685,-0.000205495,-9.88E-05,0.002162136,0.01992531,0.03071351,0,0.003014966,0.006917725,0.0236553,0,0
-1.495675,0.4822295,-0.02612823,0.008411131,-2.963834,0.000763212,-0.001149837,0.01862685,-0.00020814,-0.00010163,0.002167669,0.01996026,0.02561684,0,0.003014966,0.006917725,0.0236553,0,0
-1.495675,0.4822295,-0.02612823,0.008411131,-2.963834,0.000763212,-0.001149837,0.01862685,-0.00020814,-0.00010163,0.002167669,0.01996026,0.02561684,0,0.002897995,0.005036217,0.01506753,0,0
-1.495675,0.4822295,-0.02611947,0.008407057,-2.963551,-0.000794261,0.000945418,0.007029787,-0.00020814,-0.00010163,0.002167669,0.01996026,0.02561684,0,0.002897995,0.005036217,0.01506753,0,0
-1.495675,0.4822295,-0.02611947,0.008407057,-2.963551,-0.000794261,0.000945418,0.007029787,-0.00020814,-0.00010163,0.002167669,0.01996026,0.02561684,0,0.002897995,0.005036217,0.01506753,0,0
-1.495675,0.4822295,-0.02615003,0.008439564,-2.963569,4.37E-05,0.000302003,0.004191576,-0.00020814,-0.00010163,0.002167669,0.01996026,0.02561684,0,0.002897995,0.005036217,0.01506753,0,0
-1.495675,0.4822295,-0.02615003,0.008439564,-2.963569,4.37E-05,0.000302003,0.004191576,-0.00020814,-0.00010163,0.002167669,0.01996026,0.02561684,0,0.002897995,0.005036217,0.01506753,0,0
-1.495675,0.4822295,-0.02615003,0.008439564,-2.963569,4.37E-05,0.000302003,0.004191576,-0.00020814,-0.00010163,0.002167669,0.01996026,0.02561684,0,0.002897995,0.005036217,0.01506753,0,0
-1.495675,0.4822295,-0.02615003,0.008439564,-2.963569,4.37E-05,0.000302003,0.004191576,-0.00020814,-0.00010163,0.002167669,0.01996026,0.02561684,0,0.002897995,0.005036217,0.01506753,0,0
-1.497478,0.4849285,-0.02615003,0.008439564,-2.963569,4.37E-05,0.000302003,0.004191576,-0.00020814,-0.00010163,0.002167669,0.01996026,0.02561684,0,0.002897995,0.005036217,0.01506753,0,0
-1.497478,0.4849285,-0.02615003,0.008439564,-2.963569,4.37E-05,0.000302003,0.004191576,-0.00020814,-0.00010163,0.002167669,0.01996026,0.02561684,0,0.002897995,0.005036217,0.01506753,0,0
-1.497478,0.4849285,-0.02615003,0.008439564,-2.963569,4.37E-05,0.000302003,0.004191576,-0.00020814,-0.00010163,0.002167669,0.01996026,0.02561684,0,0.002897995,0.005036217,0.01506753,0,0
-1.497478,0.4849285,-0.02615003,0.008439564,-2.963569,4.37E-05,0.000302003,0.004191576,-0.00020814,-0.00010163,0.002167669,0.01996026,0.02561684,0,0.002897995,0.005036217,0.01506753,0,0
-1.497478,0.4849285,-0.02615003,0.008439564,-2.963569,4.37E-05,0.000302003,0.004191576,-0.000209482,-0.000102908,0.002111465,0.01617576,0.02244224,0,0.002897995,0.005036217,0.01506753,0,0
-1.497478,0.4849285,-0.02615003,0.008439564,-2.963569,4.37E-05,0.000302003,0.004191576,-0.000209482,-0.000102908,0.002111465,0.01617576,0.02244224,0,0.002775294,0.003170423,0.00573425,0,0
-1.497478,0.4849285,-0.02612595,0.008505751,-2.963651,-0.000278314,0.000956226,0.003717998,-0.000209482,-0.000102908,0.002111465,0.01617576,0.02244224,0,0.002775294,0.003170423,0.00573425,0,0
-1.497478,0.4849285,-0.02612595,0.008505751,-2.963651,-0.000278314,0.000956226,0.003717998,-0.000209482,-0.000102908,0.002111465,0.01617576,0.02244224,0,0.002775294,0.003170423,0.00573425,0,0
-1.497478,0.4849285,-0.02620516,0.008528195,-2.963557,-0.00049268,-7.88E-05,0.001118562,-0.000209482,-0.000102908,0.002111465,0.01617576,0.02244224,0,0.002775294,0.003170423,0.00573425,0,0
-1.497478,0.4849285,-0.02620516,0.008528195,-2.963557,-0.00049268,-7.88E-05,0.001118562,-0.000209482,-0.000102908,0.002111465,0.01617576,0.02244224,0,0.002775294,0.003170423,0.00573425,0,0
-1.497478,0.4849285,-0.02620516,0.008528195,-2.963557,-0.00049268,-7.88E-05,0.001118562,-0.000209482,-0.000102908,0.002111465,0.01617576,0.02244224,0,0.002775294,0.003170423,0.00573425,0,0
-1.497478,0.4849285,-0.02620516,0.008528195,-2.963557,-0.00049268,-7.88E-05,0.001118562,-0.000209482,-0.000102908,0.002111465,0.01617576,0.02244224,0,0.002775294,0.003170423,0.00573425,0,0
-1.501372,0.4897518,-0.02620516,0.008528195,-2.963557,-0.00049268,-7.88E-05,0.001118562,-0.000209482,-0.000102908,0.002111465,0.01617576,0.02244224,0,0.002775294,0.003170423,0.00573425,0,0
-1.501372,0.4897518,-0.02620516,0.008528195,-2.963557,-0.00049268,-7.88E-05,0.001118562,-0.000209482,-0.000102908,0.002111465,0.01617576,0.02244224,0,0.002775294,0.003170423,0.00573425,0,0
-1.501372,0.4897518,-0.02620516,0.008528195,-2.963557,-0.00049268,-7.88E-05,0.001118562,-0.000209482,-0.000102908,0.002111465,0.01617576,0.02244224,0,0.002775294,0.003170423,0.00573425,0,0
-1.501372,0.4897518,-0.02620516,0.008528195,-2.963557,-0.00049268,-7.88E-05,0.001118562,-0.000209482,-0.000102908,0.002111465,0.01617576,0.02244224,0,0.002775294,0.003170423,0.00573425,0,0
-1.501372,0.4897518,-0.02620622,0.008575032,-2.963223,-0.001118554,0.000453065,0.002701097,-0.000209482,-0.000102908,0.002111465,0.01617576,0.02244224,0,0.002775294,0.003170423,0.00573425,0,0
-1.501372,0.4897518,-0.02620622,0.008575032,-2.963223,-0.001118554,0.000453065,0.002701097,-0.000210481,-0.0001044,0.002089801,0.02013592,0.03156509,0,0.002775294,0.003170423,0.00573425,0,0
-1.501372,0.4897518,-0.02620622,0.008575032,-2.963223,-0.001118554,0.000453065,0.002701097,-0.000210481,-0.0001044,0.002089801,0.02013592,0.03156509,0,0.002672459,0.002767188,0.01661201,0,0
-1.501372,0.4897518,-0.02620622,0.008575032,-2.963223,-0.001118554,0.000453065,0.002701097,-0.000210481,-0.0001044,0.002089801,0.02013592,0.03156509,0,0.002672459,0.002767188,0.01661201,0,0
-1.501372,0.4897518,-0.02629153,0.008583981,-2.96306,-0.000104148,0.000419837,0.002181798,-0.000210481,-0.0001044,0.002089801,0.02013592,0.03156509,0,0.002672459,0.002767188,0.01661201,0,0
-1.501372,0.4897518,-0.02629153,0.008583981,-2.96306,-0.000104148,0.000419837,0.002181798,-0.000210481,-0.0001044,0.002089801,0.02013592,0.03156509,0,0.002672459,0.002767188,0.01661201,0,0
-1.501372,0.4897518,-0.02629153,0.008583981,-2.96306,-0.000104148,0.000419837,0.002181798,-0.000210481,-0.0001044,0.002089801,0.02013592,0.03156509,0,0.002672459,0.002767188,0.01661201,0,0
-1.501372,0.4897518,-0.02629153,0.008583981,-2.96306,-0.000104148,0.000419837,0.002181798,-0.000210481,-0.0001044,0.002089801,0.02013592,0.03156509,0,0.002672459,0.002767188,0.01661201,0,0
-1.501372,0.4897518,-0.02629153,0.008583981,-2.96306,-0.000104148,0.000419837,0.002181798,-0.000210481,-0.0001044,0.002089801,0.02013592,0.03156509,0,0.002672459,0.002767188,0.01661201,0,0
