TRoll,TPitch, mavlink_attitude_t.roll, mavlink_attitude_t.pitch, mavlink_attitude_t.yaw, mavlink_attitude_t.rollspeed, mavlink_attitude_t.pitchspeed, mavlink_attitude_t.yawspeed, mavlink_ahrs_t.omegaIx, mavlink_ahrs_t.omegaIy, mavlink_ahrs_t.omegaIz, mavlink_ahrs_t.error_rp, mavlink_ahrs_t.error_yaw, mavlink_ekf_status_report_t.velocity_variance, mavlink_ekf_status_report_t.pos_horiz_variance, mavlink_ekf_status_report_t.pos_vert_variance, mavlink_ekf_status_report_t.compass_variance, mavlink_ekf_status_report_t.terrain_alt_variance, mavlink_ekf_status_report_t.airspeed_variance
-7.44E-05,-0.000402331,-0.005113574,-0.00551529,-1.365024,0.000332111,-8.37E-05,-0.000437667,-0.000637189,-0.000885038,-0.000290139,0.05394499,0.04374221,0.0697623,0.004792225,5.54E-05,0.05908059,0,0
-7.44E-05,-0.000402331,-0.005113574,-0.00551529,-1.365024,0.000332111,-8.37E-05,-0.000437667,-0.000637189,-0.000885038,-0.000290139,0.05394499,0.04374221,0.0697623,0.004792225,5.54E-05,0.05908059,0,0
-7.44E-05,-0.000402331,-0.005113574,-0.00551529,-1.365024,0.000332111,-8.37E-05,-0.000437667,-0.000637189,-0.000885038,-0.000290139,0.05394499,0.04374221,0.0697623,0.004792225,5.54E-05,0.05908059,0,0
-0.1093358,-0.5424172,-0.005113574,-0.00551529,-1.365024,0.000332111,-8.37E-05,-0.000437667,-0.000637189,-0.000885038,-0.000290139,0.05394499,0.04374221,0.0697623,0.004792225,5.54E-05,0.05908059,0,0
-0.1093358,-0.5424172,-0.005113574,-0.00551529,-1.365024,0.000332111,-8.37E-05,-0.000437667,-0.000637189,-0.000885038,-0.000290139,0.05394499,0.04374221,0.0697623,0.004792225,5.54E-05,0.05908059,0,0
-0.1093358,-0.5424172,-0.005113574,-0.00551529,-1.365024,0.000332111,-8.37E-05,-0.000437667,-0.000625145,-0.000905218,-0.000326277,0.001428572,0.02251124,0.0697623,0.004792225,5.54E-05,0.05908059,0,0
-0.1093358,-0.5424172,-0.005113574,-0.00551529,-1.365024,0.000332111,-8.37E-05,-0.000437667,-0.000625145,-0.000905218,-0.000326277,0.001428572,0.02251124,0.009653934,0.01044412,0.007499236,0.009087634,0,0
-0.1093358,-0.5424172,-0.001302207,-0.008483324,-1.387528,0.000278094,-0.000179779,-0.000126959,-0.000625145,-0.000905218,-0.000326277,0.001428572,0.02251124,0.009653934,0.01044412,0.007499236,0.009087634,0,0
-0.1093358,-0.5424172,-0.001302207,-0.008483324,-1.387528,0.000278094,-0.000179779,-0.000126959,-0.000625145,-0.000905218,-0.000326277,0.001428572,0.02251124,0.009653934,0.01044412,0.007499236,0.009087634,0,0
-0.1093358,-0.5424172,-0.001302207,-0.008483324,-1.387528,0.000278094,-0.000179779,-0.000126959,-0.000625145,-0.000905218,-0.000326277,0.001428572,0.02251124,0.009653934,0.01044412,0.007499236,0.009087634,0,0
-0.1093358,-0.5424172,-0.001302207,-0.008483324,-1.387528,0.000278094,-0.000179779,-0.000126959,-0.000625145,-0.000905218,-0.000326277,0.001428572,0.02251124,0.009653934,0.01044412,0.007499236,0.009087634,0,0
-0.1093358,-0.5424172,-0.001302207,-0.008483324,-1.387528,0.000278094,-0.000179779,-0.000126959,-0.000625145,-0.000905218,-0.000326277,0.001428572,0.02251124,0.009653934,0.01044412,0.007499236,0.009087634,0,0
-0.1093358,-0.5424172,-0.001302207,-0.008483324,-1.387528,0.000278094,-0.000179779,-0.000126959,-0.000625145,-0.000905218,-0.000326277,0.001428572,0.02251124,0.009653934,0.01044412,0.007499236,0.009087634,0,0
-0.1093358,-0.5424172,-0.001302207,-0.008483324,-1.387528,0.000278094,-0.000179779,-0.000126959,-0.000625145,-0.000905218,-0.000326277,0.001428572,0.02251124,0.009653934,0.01044412,0.007499236,0.009087634,0,0
-0.09972396,-0.5312714,-0.001302207,-0.008483324,-1.387528,0.000278094,-0.000179779,-0.000126959,-0.000625145,-0.000905218,-0.000326277,0.001428572,0.02251124,0.009653934,0.01044412,0.007499236,0.009087634,0,0
-0.09972396,-0.5312714,-0.001359797,-0.008456548,-1.388106,0.000352592,0.000328518,-0.000574238,-0.000625145,-0.000905218,-0.000326277,0.001428572,0.02251124,0.009653934,0.01044412,0.007499236,0.009087634,0,0
-0.09972396,-0.5312714,-0.001359797,-0.008456548,-1.388106,0.000352592,0.000328518,-0.000574238,-0.000625145,-0.000905218,-0.000326277,0.001428572,0.02251124,0.009653934,0.01044412,0.007499236,0.009087634,0,0
-0.09972396,-0.5312714,-0.001359797,-0.008456548,-1.388106,0.000352592,0.000328518,-0.000574238,-0.000624852,-0.000905248,-0.00032678,0.001065441,0.03147224,0.009653934,0.01044412,0.007499236,0.009087634,0,0
-0.09972396,-0.5312714,-0.001359797,-0.008456548,-1.388106,0.000352592,0.000328518,-0.000574238,-0.000624852,-0.000905248,-0.00032678,0.001065441,0.03147224,0.01757886,0.004683563,0.002970206,0.04255033,0,0
-0.09972396,-0.5312714,-0.001359797,-0.008456548,-1.388106,0.000352592,0.000328518,-0.000574238,-0.000624852,-0.000905248,-0.00032678,0.001065441,0.03147224,0.01757886,0.004683563,0.002970206,0.04255033,0,0
-0.09972396,-0.5312714,-0.001359797,-0.008456548,-1.388106,0.000352592,0.000328518,-0.000574238,-0.000624852,-0.000905248,-0.00032678,0.001065441,0.03147224,0.01757886,0.004683563,0.002970206,0.04255033,0,0
-0.09972396,-0.5312714,-0.001359797,-0.008456548,-1.388106,0.000352592,0.000328518,-0.000574238,-0.000624852,-0.000905248,-0.00032678,0.001065441,0.03147224,0.01757886,0.004683563,0.002970206,0.04255033,0,0
-0.09972396,-0.5312714,-0.001319418,-0.008420357,-1.388494,-0.000812946,0.001086645,-0.001482141,-0.000624852,-0.000905248,-0.00032678,0.001065441,0.03147224,0.01757886,0.004683563,0.002970206,0.04255033,0,0
-0.09972396,-0.5312714,-0.001319418,-0.008420357,-1.388494,-0.000812946,0.001086645,-0.001482141,-0.000624852,-0.000905248,-0.00032678,0.001065441,0.03147224,0.01757886,0.004683563,0.002970206,0.04255033,0,0
-0.09972396,-0.5312714,-0.001319418,-0.008420357,-1.388494,-0.000812946,0.001086645,-0.001482141,-0.000624852,-0.000905248,-0.00032678,0.001065441,0.03147224,0.01757886,0.004683563,0.002970206,0.04255033,0,0
-0.09972396,-0.5312714,-0.001319418,-0.008420357,-1.388494,-0.000812946,0.001086645,-0.001482141,-0.000624852,-0.000905248,-0.00032678,0.001065441,0.03147224,0.01757886,0.004683563,0.002970206,0.04255033,0,0
-0.1242676,-0.5101452,-0.001319418,-0.008420357,-1.388494,-0.000812946,0.001086645,-0.001482141,-0.000624852,-0.000905248,-0.00032678,0.001065441,0.03147224,0.01757886,0.004683563,0.002970206,0.04255033,0,0
-0.1242676,-0.5101452,-0.001319418,-0.008420357,-1.388494,-0.000812946,0.001086645,-0.001482141,-0.000624852,-0.000905248,-0.00032678,0.001065441,0.03147224,0.01757886,0.004683563,0.002970206,0.04255033,0,0
-0.1242676,-0.5101452,-0.001319418,-0.008420357,-1.388494,-0.000812946,0.001086645,-0.001482141,-0.000625984,-0.000905203,-0.000327592,0.000795109,0.01881813,0.01757886,0.004683563,0.002970206,0.04255033,0,0
-0.1242676,-0.5101452,-0.001319418,-0.008420357,-1.388494,-0.000812946,0.001086645,-0.001482141,-0.000625984,-0.000905203,-0.000327592,0.000795109,0.01881813,0.001665599,0.00211426,0.004108564,0.0434927,0,0
-0.1242676,-0.5101452,-0.001534833,-0.00826444,-1.388899,0.000920021,0.000181475,-0.000333603,-0.000625984,-0.000905203,-0.000327592,0.000795109,0.01881813,0.001665599,0.00211426,0.004108564,0.0434927,0,0
