TCurr, mavlink_nav_controller_output_t.nav_roll, mavlink_nav_controller_output_t.nav_pitch, mavlink_attitude_t.yaw, mavlink_gps_raw_int_t.vel, mavlink_raw_imu_t.xgyro, mavlink_raw_imu_t.ygyro
-0.4774925,-0.1303065,-0.2459805,-0.2086888,0,0,0
-0.4774925,-0.1303065,-0.2459805,-0.2086888,0,0,0
-0.4774925,-0.1303065,-0.2459805,-0.2086888,0,0,0
-0.4774925,-0.1303065,-0.2459805,-0.2086888,0,0,0
-0.6934393,-0.04276363,-0.20766,-0.2086888,0,0,0
-0.6934393,-0.04276363,-0.20766,-0.7186032,0,0,0
-0.6934393,-0.04276363,-0.20766,-0.7186032,0,0,0
-0.6934393,-0.04276363,-0.20766,-0.7186032,0,0,0
-0.6934393,-0.04276363,-0.20766,-0.7186032,0,0,0
-0.6934393,-0.04276363,-0.20766,-0.7186032,0,0,0
-0.6934393,-0.04276363,-0.20766,-0.7186032,0,0,0
-0.6934393,-0.04276363,-0.20766,-0.7186032,0,0,0
-0.6934393,-0.04276363,-0.20766,-0.7186032,0,0,0
-0.6934393,-0.04276363,-0.20766,-0.7186032,0,0,0
-0.6934393,-0.04276363,-0.20766,-0.7186032,0,0,0
-0.6916676,-0.058841,-0.2021593,-0.7186032,0,0,0
-0.6916676,-0.058841,-0.2021593,-0.7198673,0,0,0
-0.6916676,-0.058841,-0.2021593,-0.7198673,0,0,0
-0.6916676,-0.058841,-0.2021593,-0.7198673,0,0,0
-0.6916676,-0.058841,-0.2021593,-0.7198673,0,0,1
-0.6916676,-0.058841,-0.2021593,-0.7198673,0,0,1
-0.6916676,-0.058841,-0.2021593,-0.7198673,0,0,1
-0.6916676,-0.058841,-0.2021593,-0.7210237,0,0,1
-0.6916676,-0.058841,-0.2021593,-0.7210237,0,0,1
-0.6916676,-0.058841,-0.2021593,-0.7210237,0,0,1
-0.6916676,-0.058841,-0.2021593,-0.7210237,0,0,1
-0.6916676,-0.058841,-0.2021593,-0.7210237,4,0,1
-0.6945339,-0.07004617,-0.1960385,-0.7210237,4,0,1
-0.6945339,-0.07004617,-0.1960385,-0.7221531,4,0,1
-0.6945339,-0.07004617,-0.1960385,-0.7221531,4,0,1
-0.6945339,-0.07004617,-0.1960385,-0.7221531,4,0,1
-0.6945339,-0.07004617,-0.1960385,-0.7221531,4,0,0
-0.6945339,-0.07004617,-0.1960385,-0.7221531,4,0,0
-0.6945339,-0.07004617,-0.1960385,-0.7221531,4,0,0
-0.6945339,-0.07004617,-0.1960385,-0.7221531,4,0,0
-0.6945339,-0.07004617,-0.1960385,-0.7221531,4,0,0
-0.6945339,-0.07004617,-0.1960385,-0.7221531,4,0,0
-0.6945339,-0.07004617,-0.1960385,-0.7221531,1,0,0
-0.7011999,-0.08910447,-0.1874048,-0.7221531,1,0,0
-0.7011999,-0.08910447,-0.1874048,-0.7234513,1,0,0
-0.7011999,-0.08910447,-0.1874048,-0.7234513,1,0,0
-0.7011999,-0.08910447,-0.1874048,-0.7234513,1,0,0
-0.7011999,-0.08910447,-0.1874048,-0.7234513,1,0,0
-0.7011999,-0.08910447,-0.1874048,-0.7234513,1,0,0
-0.7011999,-0.08910447,-0.1874048,-0.7234513,1,0,0
-0.7011999,-0.08910447,-0.1874048,-0.7234513,1,0,0
-0.7011999,-0.08910447,-0.1874048,-0.7245492,1,0,0
-0.7011999,-0.08910447,-0.1874048,-0.7245492,1,0,0
-0.7011999,-0.08910447,-0.1874048,-0.7245492,1,0,0
-0.7011999,-0.08910447,-0.1874048,-0.7245492,3,0,0
-0.7070719,-0.0909089,-0.1849858,-0.7245492,3,0,0
-0.7070719,-0.0909089,-0.1849858,-0.7255875,3,0,0
-0.7070719,-0.0909089,-0.1849858,-0.7255875,3,0,0
-0.7070719,-0.0909089,-0.1849858,-0.7255875,3,0,0
-0.7070719,-0.0909089,-0.1849858,-0.7255875,3,1,0
-0.7070719,-0.0909089,-0.1849858,-0.7255875,3,1,0
-0.7070719,-0.0909089,-0.1849858,-0.7255875,3,1,0
-0.7070719,-0.0909089,-0.1849858,-0.7255875,3,1,0
-0.7070719,-0.0909089,-0.1849858,-0.7255875,3,1,0
-0.7070719,-0.0909089,-0.1849858,-0.7255875,3,1,0
-0.7070719,-0.0909089,-0.1849858,-0.7255875,2,1,0
-0.7019501,-0.08440986,-0.2006543,-0.7255875,2,1,0
-0.7019501,-0.08440986,-0.2006543,-0.7277381,2,1,0
-0.7019501,-0.08440986,-0.2006543,-0.7277381,2,1,0
-0.7019501,-0.08440986,-0.2006543,-0.7277381,2,1,0
-0.7019501,-0.08440986,-0.2006543,-0.7297514,2,1,0
-0.7019501,-0.08440986,-0.2006543,-0.7297514,2,0,0
-0.7019501,-0.08440986,-0.2006543,-0.7297514,2,0,0
-0.7019501,-0.08440986,-0.2006543,-0.7297514,2,0,0
-0.7019501,-0.08440986,-0.2006543,-0.7297514,2,0,0
-0.7019501,-0.08440986,-0.2006543,-0.7297514,2,0,0
-0.7019501,-0.08440986,-0.2006543,-0.7297514,2,0,0
-0.7019501,-0.08440986,-0.2006543,-0.7297514,3,0,0
-0.7115466,-0.07820837,-0.1996375,-0.7297514,3,0,0
-0.7115466,-0.07820837,-0.1996375,-0.7322983,3,0,0
-0.7115466,-0.07820837,-0.1996375,-0.7322983,3,0,0
-0.7115466,-0.07820837,-0.1996375,-0.7322983,3,0,0
-0.7115466,-0.07820837,-0.1996375,-0.7322983,3,1,0
-0.7115466,-0.07820837,-0.1996375,-0.7322983,3,1,0
-0.7115466,-0.07820837,-0.1996375,-0.7322983,3,1,0
-0.7115466,-0.07820837,-0.1996375,-0.7344571,3,1,0
-0.7115466,-0.07820837,-0.1996375,-0.7344571,3,1,0
-0.7115466,-0.07820837,-0.1996375,-0.7344571,3,1,0
-0.7115466,-0.07820837,-0.1996375,-0.7344571,3,1,0
-0.7115466,-0.07820837,-0.1996375,-0.7344571,3,1,0
-0.7001988,-0.1234976,-0.1692882,-0.7344571,3,1,0
-0.7001988,-0.1234976,-0.1692882,-0.7364236,3,1,0
-0.7001988,-0.1234976,-0.1692882,-0.7364236,3,1,0
-0.7001988,-0.1234976,-0.1692882,-0.7364236,3,1,0
-0.7001988,-0.1234976,-0.1692882,-0.7364236,3,0,0
-0.7001988,-0.1234976,-0.1692882,-0.7364236,3,0,0
-0.7001988,-0.1234976,-0.1692882,-0.7364236,3,0,0
-0.7001988,-0.1234976,-0.1692882,-0.7364236,3,0,0
-0.7001988,-0.1234976,-0.1692882,-0.7384211,3,0,0
-0.7001988,-0.1234976,-0.1692882,-0.7384211,3,0,0
-0.7001988,-0.1234976,-0.1692882,-0.7384211,3,0,0
-0.7001988,-0.1234976,-0.1692882,-0.7384211,1,0,0
-0.7271953,-0.1296224,-0.1767346,-0.7384211,1,0,0
-0.7271953,-0.1296224,-0.1767346,-0.7401164,1,0,0
-0.7271953,-0.1296224,-0.1767346,-0.7401164,1,0,0
-0.7271953,-0.1296224,-0.1767346,-0.7401164,1,0,0
-0.7271953,-0.1296224,-0.1767346,-0.7401164,1,0,1
-0.7271953,-0.1296224,-0.1767346,-0.7401164,1,0,1
-0.7271953,-0.1296224,-0.1767346,-0.7401164,1,0,1
-0.7271953,-0.1296224,-0.1767346,-0.7401164,1,0,1
-0.7271953,-0.1296224,-0.1767346,-0.7418564,1,0,1
-0.7271953,-0.1296224,-0.1767346,-0.7418564,1,0,1
-0.7271953,-0.1296224,-0.1767346,-0.7418564,1,0,1
-0.7271953,-0.1296224,-0.1767346,-0.7418564,3,0,1
-0.7179944,-0.1290498,-0.188219,-0.7418564,3,0,1
-0.7179944,-0.1290498,-0.188219,-0.7437856,3,0,1
-0.7179944,-0.1290498,-0.188219,-0.7437856,3,0,1
-0.7179944,-0.1290498,-0.188219,-0.7437856,3,0,1
-0.7179944,-0.1290498,-0.188219,-0.7437856,3,0,0
-0.7179944,-0.1290498,-0.188219,-0.7437856,3,0,0
-0.7179944,-0.1290498,-0.188219,-0.7437856,3,0,0
-0.7179944,-0.1290498,-0.188219,-0.7437856,3,0,0
-0.7179944,-0.1290498,-0.188219,-0.7437856,3,0,0
-0.7179944,-0.1290498,-0.188219,-0.7437856,3,0,0
-0.7179944,-0.1290498,-0.188219,-0.7437856,0,0,0
-0.7201768,-0.1355154,-0.2016788,-0.7437856,0,0,0
-0.7201768,-0.1355154,-0.2016788,-0.7454529,0,0,0
-0.7201768,-0.1355154,-0.2016788,-0.7472313,0,0,0
-0.7201768,-0.1355154,-0.2016788,-0.7472313,0,0,0
-0.7201768,-0.1355154,-0.2016788,-0.7472313,0,0,0
-0.7201768,-0.1355154,-0.2016788,-0.7472313,0,0,0
-0.7201768,-0.1355154,-0.2016788,-0.7472313,0,0,0
-0.7201768,-0.1355154,-0.2016788,-0.7472313,0,0,0
-0.7201768,-0.1355154,-0.2016788,-0.7472313,0,0,0
-0.7201768,-0.1355154,-0.2016788,-0.7472313,0,0,0
-0.7201768,-0.1355154,-0.2016788,-0.7472313,0,0,0
-0.7201768,-0.1355154,-0.2016788,-0.7472313,0,0,0
-0.7201768,-0.1355154,-0.2016788,-0.7472313,1,0,0
-0.7503216,-0.1202374,-0.20693,-0.7472313,1,0,0
-0.7503216,-0.1202374,-0.20693,-0.7491595,1,0,0
-0.7503216,-0.1202374,-0.20693,-0.7508405,1,0,0
-0.7503216,-0.1202374,-0.20693,-0.7508405,1,0,0
-0.7503216,-0.1202374,-0.20693,-0.7508405,1,0,0
-0.7503216,-0.1202374,-0.20693,-0.7508405,1,0,0
-0.7503216,-0.1202374,-0.20693,-0.7508405,1,0,0
-0.7503216,-0.1202374,-0.20693,-0.7508405,1,0,0
-0.7503216,-0.1202374,-0.20693,-0.7508405,1,0,0
-0.7503216,-0.1202374,-0.20693,-0.7508405,1,0,0
-0.7503216,-0.1202374,-0.20693,-0.7508405,1,0,0
-0.7503216,-0.1202374,-0.20693,-0.7508405,3,0,0
-0.7619684,-0.1143181,-0.2077526,-0.7508405,3,0,0
-0.7619684,-0.1143181,-0.2077526,-0.7524481,3,0,0
-0.7619684,-0.1143181,-0.2077526,-0.7539922,3,0,0
-0.7619684,-0.1143181,-0.2077526,-0.7539922,3,0,0
-0.7619684,-0.1143181,-0.2077526,-0.7539922,3,0,0
-0.7619684,-0.1143181,-0.2077526,-0.7539922,3,0,0
-0.7619684,-0.1143181,-0.2077526,-0.7539922,3,0,0
-0.7619684,-0.1143181,-0.2077526,-0.7539922,3,0,0
-0.7619684,-0.1143181,-0.2077526,-0.7539922,3,0,0
-0.7619684,-0.1143181,-0.2077526,-0.7539922,3,0,0
-0.7619684,-0.1143181,-0.2077526,-0.7539922,3,0,0
-0.7619684,-0.1143181,-0.2077526,-0.7539922,4,0,0
-0.7377439,-0.1231935,-0.1874283,-0.7539922,4,0,0
-0.7377439,-0.1231935,-0.1874283,-0.7554745,4,0,0
-0.7377439,-0.1231935,-0.1874283,-0.7569067,4,0,0
-0.7377439,-0.1231935,-0.1874283,-0.7569067,4,0,0
-0.7377439,-0.1231935,-0.1874283,-0.7569067,4,0,0
-0.7377439,-0.1231935,-0.1874283,-0.7569067,4,0,1
-0.7377439,-0.1231935,-0.1874283,-0.7569067,4,0,1
-0.7377439,-0.1231935,-0.1874283,-0.7569067,4,0,1
-0.7377439,-0.1231935,-0.1874283,-0.7569067,4,0,1
-0.7377439,-0.1231935,-0.1874283,-0.7569067,4,0,1
-0.7377439,-0.1231935,-0.1874283,-0.7569067,4,0,1
-0.7377439,-0.1231935,-0.1874283,-0.7569067,5,0,1
-0.7279186,-0.1420205,-0.2023087,-0.7569067,5,0,1
-0.7279186,-0.1420205,-0.2023087,-0.7586053,5,0,1
-0.7279186,-0.1420205,-0.2023087,-0.7601981,5,0,1
-0.7279186,-0.1420205,-0.2023087,-0.7601981,5,0,1
-0.7279186,-0.1420205,-0.2023087,-0.7601981,5,0,1
-0.7279186,-0.1420205,-0.2023087,-0.7601981,5,0,0
-0.7279186,-0.1420205,-0.2023087,-0.7601981,5,0,0
-0.7279186,-0.1420205,-0.2023087,-0.7601981,5,0,0
-0.7279186,-0.1420205,-0.2023087,-0.7601981,5,0,0
-0.7279186,-0.1420205,-0.2023087,-0.7601981,5,0,0
-0.7279186,-0.1420205,-0.2023087,-0.7601981,5,0,0
-0.7279186,-0.1420205,-0.2023087,-0.7601981,0,0,0
-0.7029886,-0.1264559,-0.1952195,-0.7601981,0,0,0
-0.7029886,-0.1264559,-0.1952195,-0.7615932,0,0,0
-0.7029886,-0.1264559,-0.1952195,-0.762987,0,0,0
-0.7029886,-0.1264559,-0.1952195,-0.762987,0,0,0
-0.7029886,-0.1264559,-0.1952195,-0.762987,0,0,0
