TCurr, mavlink_nav_controller_output_t.nav_roll, mavlink_nav_controller_output_t.nav_pitch, mavlink_attitude_t.yaw, mavlink_gps_raw_int_t.vel, mavlink_raw_imu_t.xgyro, mavlink_raw_imu_t.ygyro
0,-0.2270973,0.645753,-1.491062,7,36,-61
0,-0.2270973,0.645753,-1.491062,7,36,-61
0,-0.2270973,0.645753,-1.491062,1,36,-61
0,-0.5396596,0.7302272,-1.491062,1,36,-61
0,-0.5396596,0.7302272,-1.491062,1,0,0
0,-0.5396596,0.7302272,-1.491062,1,0,0
0,-0.5396596,0.7302272,-1.491062,1,0,0
0,-0.5396596,0.7302272,-1.491062,1,0,0
0,-0.5396596,0.7302272,-1.491062,1,0,0
0,-0.5396596,0.7302272,-1.491062,1,0,0
0,-0.5396596,0.7302272,-1.290475,1,0,0
0,-0.5396596,0.7302272,-1.289734,1,0,0
0,-0.5396596,0.7302272,-1.289734,1,0,0
0,-0.5396596,0.7302272,-1.289734,1,0,0
0,-0.5396596,0.7302272,-1.289734,1,0,0
0,-0.5402431,0.7267023,-1.289734,1,0,0
0,-0.5402431,0.7267023,-1.289734,1,0,0
0,-0.5402431,0.7267023,-1.289734,1,0,0
0,-0.5402431,0.7267023,-1.289734,1,0,0
0,-0.5402431,0.7267023,-1.289734,1,0,0
0,-0.5402431,0.7267023,-1.289734,1,0,0
0,-0.5402431,0.7267023,-1.289734,1,0,0
0,-0.5402431,0.7267023,-1.290065,1,0,0
0,-0.5402431,0.7267023,-1.289374,1,0,0
0,-0.5402431,0.7267023,-1.289374,1,0,0
0,-0.5402431,0.7267023,-1.289374,1,0,0
0,-0.5402431,0.7267023,-1.289374,1,0,0
0,-0.5349308,0.7212967,-1.289374,1,0,0
0,-0.5349308,0.7212967,-1.289374,1,0,0
0,-0.5349308,0.7212967,-1.289374,1,0,0
0,-0.5349308,0.7212967,-1.289374,1,0,0
0,-0.5349308,0.7212967,-1.289374,1,0,0
0,-0.5349308,0.7212967,-1.289374,1,0,0
0,-0.5349308,0.7212967,-1.289374,1,0,0
0,-0.5349308,0.7212967,-1.288237,1,0,0
